ID_Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,MesesContrato,AssinaturaTelefone,MultiplasLinhas,AssinaturaInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaOnline,FormaPagamento,Faturamento_Mensal,FaturamentoTotal,Contas_Diarias,Idade_Churn,Status_Cliente
8065-QBYTO,0,Feminino,1,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,1 ano,Yes,Cartão de Crédito,99.65,7181.25,3.3216666666666668,Menor que 65 anos,Permaneceu
8065-YKXKD,1,Feminino,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,74.75,799.65,2.4916666666666667,Igual ou maior que 65 anos,Saiu
8066-POXGX,1,Feminino,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,35.1,446.1,1.1700000000000002,Igual ou maior que 65 anos,Saiu
8067-NIOYM,0,Feminino,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Cartão de Crédito,21.1,490.65,0.7033333333333334,Menor que 65 anos,Permaneceu
8069-RHUXK,0,Feminino,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,2 anos,No,Cartão de Crédito,35.7,2545.7,1.1900000000000002,Menor que 65 anos,Permaneceu
8069-YQQAJ,0,Masculino,0,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Mensal,Yes,Boleto Correio,31.1,419.7,1.0366666666666666,Menor que 65 anos,Permaneceu
8070-AAWZP,0,Masculino,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Mensal,No,Boleto Correio,34.25,828.2,1.1416666666666666,Menor que 65 anos,Permaneceu
8071-SBTRN,0,Feminino,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2 anos,Yes,Boleto Correio,111.15,7737.55,3.705,Menor que 65 anos,Permaneceu
8073-IJDCM,1,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Boleto Correio,20.3,20.3,0.6766666666666666,Igual ou maior que 65 anos,Saiu
8075-GXIUB,0,Masculino,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Cartão de Crédito,19.85,183.15,0.6616666666666667,Menor que 65 anos,Permaneceu
8076-FEZKJ,0,Masculino,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Boleto Correio,19.5,225.85,0.65,Menor que 65 anos,Permaneceu
8079-XRJRS,1,Masculino,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,1 ano,No,Cheque Eletrônico,89.75,5769.6,2.9916666666666667,Igual ou maior que 65 anos,Saiu
8080-DDEMJ,1,Masculino,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Cheque Eletrônico,45.1,45.1,1.5033333333333334,Igual ou maior que 65 anos,Saiu
8080-POTJR,0,Feminino,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,1 ano,Yes,Cartão de Crédito,79.3,2427.1,2.643333333333333,Menor que 65 anos,Permaneceu
8082-GHXOP,0,Masculino,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Boleto Correio,44.0,659.35,1.4666666666666666,Menor que 65 anos,Permaneceu
8083-YTZES,1,Masculino,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,74.35,265.35,2.478333333333333,Igual ou maior que 65 anos,Saiu
8084-OIVBS,0,Feminino,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Boleto Correio,20.0,211.95,0.6666666666666666,Menor que 65 anos,Permaneceu
8085-MSNLK,0,Feminino,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Boleto Correio,113.95,6891.4,3.7983333333333333,Menor que 65 anos,Permaneceu
8086-OVPWV,1,Masculino,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,80.2,181.1,2.6733333333333333,Igual ou maior que 65 anos,Saiu
8087-LGYHQ,0,Masculino,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,94.05,811.65,3.135,Menor que 65 anos,Permaneceu
8089-UZWLX,0,Feminino,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2 anos,No,Transferência Bancária,104.05,7413.55,3.4683333333333333,Menor que 65 anos,Permaneceu
8091-TTVAX,0,Masculino,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,No,Cartão de Crédito,100.35,5681.1,3.3449999999999998,Menor que 65 anos,Permaneceu
8092-NLTGF,0,Masculino,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,24.75,1777.6,0.825,Menor que 65 anos,Permaneceu
8095-WANWK,0,Feminino,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Boleto Correio,45.25,428.7,1.5083333333333333,Menor que 65 anos,Permaneceu
8096-LOIST,0,Feminino,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,56.2,1093.4,1.8733333333333335,Menor que 65 anos,Permaneceu
8097-OMULG,0,Masculino,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,1 ano,No,Cartão de Crédito,76.75,4541.9,2.558333333333333,Menor que 65 anos,Permaneceu
8097-VBQTZ,0,Masculino,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Mensal,Yes,Boleto Correio,69.9,3883.3,2.33,Menor que 65 anos,Permaneceu
8098-LLAZX,1,Feminino,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,95.45,396.1,3.1816666666666666,Igual ou maior que 65 anos,Saiu
8098-TDCBU,0,Feminino,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cheque Eletrônico,25.25,1108.2,0.8416666666666667,Menor que 65 anos,Permaneceu
8099-MZPUJ,0,Masculino,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Cartão de Crédito,111.8,5443.65,3.7266666666666666,Menor que 65 anos,Permaneceu
8100-HZZLJ,0,Feminino,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,63.95,2737.05,2.131666666666667,Menor que 65 anos,Permaneceu
8100-PNJMH,0,Masculino,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de Crédito,88.85,6132.7,2.9616666666666664,Menor que 65 anos,Permaneceu
8104-OSKWT,0,Feminino,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,79.8,1001.2,2.6599999999999997,Menor que 65 anos,Permaneceu
8106-GWQOK,0,Masculino,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,Yes,Transferência Bancária,60.0,2193.2,2.0,Menor que 65 anos,Permaneceu
8107-KNCIM,0,Masculino,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,75.1,1013.35,2.503333333333333,Menor que 65 anos,Permaneceu
8107-RZLNV,0,Masculino,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,Transferência Bancária,106.3,7565.35,3.5433333333333334,Menor que 65 anos,Permaneceu
8108-UXRQN,0,Feminino,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Mensal,No,Cheque Eletrônico,50.55,565.35,1.6849999999999998,Menor que 65 anos,Permaneceu
8109-YUOHE,0,Masculino,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,1 ano,No,Boleto Correio,56.1,946.95,1.87,Menor que 65 anos,Permaneceu
8111-BKVDS,0,Feminino,0,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Mensal,No,Transferência Bancária,40.7,449.3,1.3566666666666667,Menor que 65 anos,Permaneceu
8111-RKSPX,1,Masculino,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Transferência Bancária,72.2,305.55,2.4066666666666667,Igual ou maior que 65 anos,Saiu
8111-SLLHI,1,Masculino,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,105.65,4284.8,3.521666666666667,Igual ou maior que 65 anos,Saiu
8118-LSUEL,1,Masculino,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,106.4,2483.5,3.546666666666667,Igual ou maior que 65 anos,Saiu
8118-TJAFG,0,Masculino,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,Cheque Eletrônico,101.5,906.85,3.3833333333333333,Menor que 65 anos,Permaneceu
8120-JDCAM,0,Masculino,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Boleto Correio,69.55,284.9,2.3183333333333334,Menor que 65 anos,Permaneceu
8123-QBNAZ,0,Feminino,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mensal,Yes,Cartão de Crédito,104.5,3684.95,3.4833333333333334,Menor que 65 anos,Permaneceu
8124-NZVGJ,0,Feminino,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,1 ano,Yes,Boleto Correio,49.25,255.6,1.6416666666666666,Menor que 65 anos,Permaneceu
8125-QPFJD,0,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Transferência Bancária,84.9,6065.3,2.83,Menor que 65 anos,Permaneceu
8128-YVJRG,1,Feminino,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Boleto Correio,79.65,604.7,2.6550000000000002,Igual ou maior que 65 anos,Saiu
8129-GMVGI,0,Feminino,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,20.05,1090.1,0.6683333333333333,Menor que 65 anos,Permaneceu
8132-YPVBX,0,Feminino,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mensal,Yes,Boleto Correio,85.95,514.6,2.865,Menor que 65 anos,Permaneceu
8133-ANHHJ,0,Feminino,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,1 ano,No,Transferência Bancária,103.0,5166.2,3.433333333333333,Menor que 65 anos,Permaneceu
8138-EALND,0,Masculino,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.75,311.6,0.6583333333333333,Menor que 65 anos,Permaneceu
8143-ETQTI,0,Feminino,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Boleto Correio,19.65,451.55,0.6549999999999999,Menor que 65 anos,Permaneceu
8144-DGHXP,0,Feminino,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Cheque Eletrônico,80.6,4299.95,2.6866666666666665,Menor que 65 anos,Permaneceu
8146-QQKZH,0,Feminino,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Transferência Bancária,81.85,5924.4,2.728333333333333,Menor que 65 anos,Permaneceu
8148-BPLZQ,0,Masculino,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,Yes,Cheque Eletrônico,49.8,1734.2,1.66,Menor que 65 anos,Permaneceu
8148-NLEGT,0,Feminino,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cheque Eletrônico,22.95,1014.25,0.765,Menor que 65 anos,Permaneceu
8148-WOCMK,0,Masculino,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cartão de Crédito,19.6,125,0.6533333333333334,Menor que 65 anos,Permaneceu
8149-AIQCG,0,Masculino,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cartão de Crédito,73.15,2730.85,2.4383333333333335,Menor que 65 anos,Permaneceu
8149-RSOUN,1,Feminino,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,93.85,93.85,3.128333333333333,Igual ou maior que 65 anos,Saiu
8150-QUDFX,0,Masculino,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.85,51.6,0.6616666666666667,Menor que 65 anos,Permaneceu
8152-UOBNY,0,Feminino,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1 ano,Yes,Cheque Eletrônico,106.8,5347.95,3.56,Menor que 65 anos,Permaneceu
8152-VETUR,0,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,2 anos,Yes,Cartão de Crédito,97.7,6869.7,3.256666666666667,Menor que 65 anos,Permaneceu
8155-IBNHG,1,Feminino,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cartão de Crédito,75.4,1747.85,2.5133333333333336,Igual ou maior que 65 anos,Saiu
8158-WPEZG,0,Masculino,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Mensal,Yes,Cheque Eletrônico,35.65,425.1,1.1883333333333332,Menor que 65 anos,Permaneceu
8160-HOWOX,0,Feminino,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,66.85,458.1,2.228333333333333,Menor que 65 anos,Permaneceu
8161-QYMTT,0,Masculino,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,94.1,701.3,3.1366666666666663,Menor que 65 anos,Permaneceu
8164-OCKUJ,0,Feminino,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,20.6,1286,0.6866666666666668,Menor que 65 anos,Permaneceu
8165-CBKXO,0,Masculino,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,Cartão de Crédito,56.75,3708.4,1.8916666666666666,Menor que 65 anos,Permaneceu
8165-ZJRNM,0,Feminino,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,23.75,1679.25,0.7916666666666666,Menor que 65 anos,Permaneceu
8166-ORCHU,0,Masculino,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,1 ano,Yes,Cheque Eletrônico,93.55,3055.5,3.118333333333333,Menor que 65 anos,Permaneceu
8166-ZZTFS,1,Feminino,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,Transferência Bancária,80.55,5265.1,2.685,Igual ou maior que 65 anos,Saiu
8167-GJLRN,0,Masculino,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Mensal,No,Cheque Eletrônico,30.4,82.15,1.0133333333333332,Menor que 65 anos,Permaneceu
8168-UQWWF,1,Feminino,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Transferência Bancária,97.85,1105.4,3.2616666666666663,Igual ou maior que 65 anos,Saiu
8169-SAEJD,0,Masculino,1,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,2 anos,No,Cartão de Crédito,56.55,3952.65,1.885,Menor que 65 anos,Permaneceu
8173-RXAYP,0,Feminino,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,19.7,452.55,0.6566666666666666,Menor que 65 anos,Permaneceu
8174-LNWMW,0,Feminino,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cartão de Crédito,20.9,689.35,0.6966666666666667,Menor que 65 anos,Permaneceu
8174-TBVCF,0,Feminino,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de Crédito,94.8,6859.05,3.1599999999999997,Menor que 65 anos,Permaneceu
8178-EYZUO,1,Masculino,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,93.7,4154.8,3.1233333333333335,Igual ou maior que 65 anos,Saiu
8180-AKMJV,0,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Cartão de Crédito,44.55,44.55,1.4849999999999999,Menor que 65 anos,Permaneceu
8181-YHCMF,0,Feminino,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,No,Cartão de Crédito,60.3,4109,2.01,Menor que 65 anos,Permaneceu
8182-BJDSI,1,Feminino,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,89.95,2625.55,2.9983333333333335,Igual ou maior que 65 anos,Saiu
8182-PNAGI,1,Masculino,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,No,Transferência Bancária,50.25,593.75,1.675,Igual ou maior que 65 anos,Saiu
8183-ONMXC,1,Feminino,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,No,Cheque Eletrônico,80.75,159.45,2.691666666666667,Igual ou maior que 65 anos,Saiu
8184-WMOFI,0,Masculino,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,1 ano,No,Cartão de Crédito,71.4,4487.3,2.3800000000000003,Menor que 65 anos,Permaneceu
8185-UPYBR,1,Masculino,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,75.5,438,2.5166666666666666,Igual ou maior que 65 anos,Saiu
8189-DUKMV,0,Feminino,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Transferência Bancária,20.5,79.05,0.6833333333333333,Menor que 65 anos,Permaneceu
8189-HBVRW,0,Feminino,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Mensal,No,Cheque Eletrônico,90.8,4921.2,3.0266666666666664,Menor que 65 anos,Permaneceu
8189-XRIKE,0,Feminino,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,No,Cheque Eletrônico,90.95,2897.95,3.0316666666666667,Menor que 65 anos,Permaneceu
8190-ZTQFB,0,Masculino,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,1 ano,Yes,Cheque Eletrônico,51.35,2075.1,1.7116666666666667,Menor que 65 anos,Permaneceu
8191-XWSZG,0,Feminino,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Boleto Correio,20.65,1022.95,0.6883333333333332,Menor que 65 anos,Permaneceu
8194-PEEBY,0,Feminino,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Boleto Correio,19.9,533.5,0.6633333333333333,Menor que 65 anos,Permaneceu
8197-BFWVU,0,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Transferência Bancária,93.25,6688.95,3.1083333333333334,Menor que 65 anos,Permaneceu
8198-RKSZG,0,Feminino,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Mensal,No,Cartão de Crédito,80.45,1137.05,2.6816666666666666,Menor que 65 anos,Permaneceu
8199-ZLLSA,1,Masculino,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Transferência Bancária,118.35,7804.15,3.945,Igual ou maior que 65 anos,Saiu
8200-KLNYW,0,Feminino,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1 ano,No,Boleto Correio,80.9,1714.95,2.6966666666666668,Menor que 65 anos,Permaneceu
8200-LGKSR,0,Masculino,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Cheque Eletrônico,83.2,6126.1,2.7733333333333334,Menor que 65 anos,Permaneceu
8201-AAXCB,0,Masculino,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Mensal,No,Cheque Eletrônico,60.35,1404.65,2.0116666666666667,Menor que 65 anos,Permaneceu
8203-XJZRC,0,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,20.25,20.25,0.675,Menor que 65 anos,Permaneceu
8204-TIFGJ,0,Feminino,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Transferência Bancária,20.3,470.6,0.6766666666666666,Menor que 65 anos,Permaneceu
8204-YJCLA,0,Masculino,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Transferência Bancária,64.8,4732.35,2.1599999999999997,Menor que 65 anos,Permaneceu
8205-MQUGY,0,Masculino,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,49.2,571.15,1.6400000000000001,Menor que 65 anos,Permaneceu
8205-OTCHB,1,Masculino,0,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,1 ano,Yes,Transferência Bancária,43.75,903.6,1.4583333333333333,Igual ou maior que 65 anos,Saiu
8205-VSLRB,0,Masculino,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,2 anos,No,Cartão de Crédito,77.3,5498.2,2.5766666666666667,Menor que 65 anos,Permaneceu
8207-DMRVL,0,Masculino,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Transferência Bancária,114.55,8306.05,3.8183333333333334,Menor que 65 anos,Permaneceu
8207-VVMYB,0,Feminino,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Transferência Bancária,26.0,2006.95,0.8666666666666667,Menor que 65 anos,Permaneceu
8208-EUMTE,0,Masculino,0,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,2 anos,No,Boleto Correio,54.85,916.15,1.8283333333333334,Menor que 65 anos,Permaneceu
8212-CRQXP,0,Feminino,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Cartão de Crédito,80.0,1706.45,2.6666666666666665,Menor que 65 anos,Permaneceu
8212-DJRCH,0,Masculino,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Mensal,Yes,Boleto Correio,90.35,434.5,3.0116666666666663,Menor que 65 anos,Permaneceu
8213-TAZPM,0,Feminino,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Transferência Bancária,108.75,7493.05,3.625,Menor que 65 anos,Permaneceu
8215-NGSPE,0,Feminino,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,20.0,833.55,0.6666666666666666,Menor que 65 anos,Permaneceu
8216-AZUUZ,0,Feminino,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,2 anos,Yes,Cheque Eletrônico,100.4,4303.65,3.3466666666666667,Menor que 65 anos,Permaneceu
8217-QYOHV,0,Masculino,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Mensal,Yes,Boleto Correio,55.75,266.95,1.8583333333333334,Menor que 65 anos,Permaneceu
8218-FFJDS,0,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,Yes,Transferência Bancária,86.4,6058.95,2.8800000000000003,Menor que 65 anos,Permaneceu
8219-VYBVI,0,Masculino,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,25.0,1004.35,0.8333333333333334,Menor que 65 anos,Permaneceu
8220-OCUFY,0,Feminino,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,1 ano,Yes,Cheque Eletrônico,60.25,1258.35,2.0083333333333333,Menor que 65 anos,Permaneceu
8221-EQDGL,0,Masculino,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mensal,No,Boleto Correio,61.0,2130.45,2.033333333333333,Menor que 65 anos,Permaneceu
8221-HVAYI,0,Masculino,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,Yes,Cartão de Crédito,69.15,2490.15,2.305,Menor que 65 anos,Permaneceu
8224-DWCKX,0,Masculino,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cartão de Crédito,73.3,828.05,2.4433333333333334,Menor que 65 anos,Permaneceu
8224-IVVPA,0,Feminino,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,Boleto Correio,56.7,1652.95,1.8900000000000001,Menor que 65 anos,Permaneceu
8224-KDLKN,0,Masculino,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,25.0,1738.9,0.8333333333333334,Menor que 65 anos,Permaneceu
8224-UAXBZ,0,Feminino,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,1 ano,Yes,Cheque Eletrônico,45.35,2540.1,1.5116666666666667,Menor que 65 anos,Permaneceu
8225-BTJAU,1,Masculino,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,79.25,793.55,2.6416666666666666,Igual ou maior que 65 anos,Saiu
8226-BXGES,0,Masculino,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,1 ano,No,Transferência Bancária,89.45,5692.65,2.981666666666667,Menor que 65 anos,Permaneceu
8229-BUJHX,0,Feminino,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,20.5,1500.95,0.6833333333333333,Menor que 65 anos,Permaneceu
8229-MYEJZ,0,Feminino,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,No,Cheque Eletrônico,51.2,498.25,1.7066666666666668,Menor que 65 anos,Permaneceu
